row_id,agent_code,agent_age,agent_join_month,first_policy_sold_month,year_month,unique_proposals_last_7_days,unique_proposals_last_15_days,unique_proposals_last_21_days,unique_proposal,unique_quotations_last_7_days,unique_quotations_last_15_days,unique_quotations_last_21_days,unique_quotations,unique_customers_last_7_days,unique_customers_last_15_days,unique_customers_last_21_days,unique_customers,new_policy_count,ANBP_value,net_income,number_of_policy_holders,number_of_cash_payment_policies
809,012f0e15,31,6/1/2019,4/1/2024,2/1/2023,1,2,11,19,0,5,1,7,2,5,6,13,27,644490,81558,26,108
810,e8c6770b,33,1/1/2022,5/1/2022,2/1/2023,2,1,0,5,2,2,8,13,2,4,8,14,14,377160,75838,28,70
811,4d543192,43,10/1/2022,5/1/2023,2/1/2023,3,3,4,13,2,6,5,14,4,9,8,21,16,999632,116701,84,80
812,8f18449c,34,11/1/2020,1/1/2024,2/1/2023,3,3,0,9,3,2,9,15,5,5,11,21,14,112980,15189,0,28
813,11029f56,35,11/1/2019,10/1/2022,2/1/2023,3,2,2,9,2,2,3,8,3,6,6,15,13,925886,135905,15,104
814,ad540940,30,1/1/2021,3/1/2024,2/1/2023,0,2,13,19,2,6,5,15,2,10,7,19,28,2705584,699405,0,168
815,e9a97fdc,36,9/1/2021,5/1/2023,2/1/2023,3,1,11,20,0,6,0,11,1,8,5,14,24,577248,124456,42,48
816,aac1e99d,38,9/1/2020,4/1/2022,2/1/2023,0,1,20,22,3,6,9,21,5,8,15,28,30,346260,36575,56,210
817,046d7894,35,10/1/2019,2/1/2024,2/1/2023,3,2,5,15,3,0,3,7,5,2,9,16,16,497600,50396,0,32
818,5a4c13f1,41,8/1/2022,7/1/2023,2/1/2023,3,3,14,25,2,3,9,16,3,5,10,18,34,2621672,298139,54,204
819,44b3f07a,23,12/1/2021,1/1/2022,2/1/2023,1,4,10,16,3,1,3,11,5,3,8,16,22,266332,33428,0,154
820,7.28E+05,45,8/1/2020,8/1/2022,2/1/2023,3,4,2,12,4,0,4,9,6,4,4,14,20,1916060,296573,0,160
821,6321a9ef,49,1/1/2021,8/1/2023,2/1/2023,1,2,9,16,1,0,9,15,1,2,10,13,18,1643670,372853,0,0
822,3299ea4c,51,11/1/2022,1/1/2024,2/1/2023,3,5,10,23,1,2,2,14,3,4,3,10,30,187920,20140,0,150
823,ee14f4a6,46,5/1/2019,1/1/2024,2/1/2023,0,4,9,17,1,3,6,11,1,3,12,16,20,1193200,283921,48,80
824,af1c7a87,44,3/1/2020,8/1/2023,2/1/2023,2,2,9,14,1,5,4,13,3,9,9,21,18,1745244,374991,84,108
825,bc3a6272,26,6/1/2021,3/1/2022,2/1/2023,1,5,9,19,4,3,7,18,6,4,8,18,25,1778150,437748,54,25
826,2c95542c,48,5/1/2019,9/1/2023,2/1/2023,1,3,1,7,3,5,4,13,3,7,7,17,10,256260,46165,68,20
827,13e6e2f9,27,11/1/2022,2/1/2024,2/1/2023,3,5,13,26,0,0,8,21,1,4,10,15,27,1075302,287836,60,108
828,2b84dfe0,57,12/1/2019,6/1/2023,2/1/2023,0,1,6,11,0,3,0,8,1,4,0,5,20,68580,10545,5,60
829,7167c72f,35,12/1/2020,5/1/2022,2/1/2023,2,1,18,24,2,2,9,14,4,6,14,24,0,0,250084,24,279
830,9256cb6d,54,12/1/2020,2/1/2024,2/1/2023,1,4,4,10,3,1,8,13,5,5,8,18,19,1370033,400269,36,95
831,11ddf2a7,55,5/1/2021,1/1/2022,2/1/2023,1,2,1,7,3,3,2,9,4,5,4,13,10,308220,52958,52,50
832,7fe3706e,33,1/1/2022,3/1/2024,2/1/2023,3,5,5,17,4,6,4,16,4,6,8,18,24,974760,283281,72,216
833,926a4de6,46,1/1/2022,6/1/2023,2/1/2023,3,2,17,26,2,0,9,20,3,4,11,18,28,210392,37096,36,84
834,aa741268,37,1/1/2021,8/1/2022,2/1/2023,1,5,14,22,4,0,4,9,5,0,9,14,26,1325740,287800,0,78
835,026b60ee,57,8/1/2019,3/1/2022,2/1/2023,3,2,1,10,0,5,5,11,2,5,8,15,15,227325,51802,30,105
836,026ffb43,40,5/1/2020,4/1/2023,2/1/2023,3,4,10,19,1,6,9,17,2,9,12,23,21,1306116,287728,0,147
837,6289cef1,60,4/1/2020,7/1/2022,2/1/2023,1,5,10,20,3,4,4,14,4,8,7,19,0,0,253247,57,81
838,a9629fa4,27,4/1/2022,2/1/2023,2/1/2023,0,4,13,19,2,0,4,9,4,1,4,9,23,709090,82985,36,115
839,096ab135,60,7/1/2021,7/1/2022,2/1/2023,2,6,14,25,2,6,0,11,2,6,1,9,29,854572,125203,0,261
840,fd35a114,39,12/1/2020,6/1/2022,2/1/2023,3,3,10,21,2,5,2,20,4,7,3,14,24,1216896,310913,28,120
841,37b41a6c,59,8/1/2020,6/1/2023,2/1/2023,0,1,7,11,4,0,1,7,6,4,3,13,14,51800,9087,39,112
842,3515f968,48,12/1/2021,11/1/2022,2/1/2023,2,1,8,15,3,3,6,13,3,4,11,18,17,1674636,447267,36,85
843,fffb525d,32,3/1/2020,11/1/2023,2/1/2023,1,1,12,15,1,4,7,14,1,4,7,12,18,1456326,404772,12,36
844,f6364d60,56,1/1/2021,1/1/2022,2/1/2023,3,3,8,17,2,2,4,15,4,2,5,11,23,635674,97748,22,46
845,7abe34d0,60,3/1/2020,1/1/2022,2/1/2023,3,6,8,20,3,1,4,9,5,1,10,16,22,1785432,264415,64,176
846,b6e384ce,27,11/1/2020,7/1/2022,2/1/2023,1,1,3,9,2,0,3,8,2,2,4,8,14,456176,113487,8,14
847,b9a1ddb2,48,6/1/2020,11/1/2022,2/1/2023,3,3,16,25,4,0,0,7,6,4,5,15,28,2354996,364468,0,168
848,6e725ba0,54,11/1/2019,8/1/2023,2/1/2023,3,6,7,20,4,6,3,16,4,8,3,15,29,2360252,367679,45,174
849,54240662,57,12/1/2019,4/1/2023,2/1/2023,0,2,9,12,3,1,6,11,4,3,12,19,15,926895,155802,76,75
850,7b67b89d,32,4/1/2021,6/1/2023,2/1/2023,3,2,16,23,2,3,7,22,4,3,10,17,29,294640,63853,68,0
851,057dd1b3,36,7/1/2022,8/1/2022,2/1/2023,2,2,18,24,3,1,5,20,4,3,5,12,0,0,294258,36,93
852,e8401018,28,10/1/2021,10/1/2023,2/1/2023,3,5,13,22,0,1,4,10,1,3,4,8,31,320013,75947,32,124
853,57797bda,43,2/1/2021,12/1/2022,2/1/2023,2,2,19,27,1,2,8,19,1,2,10,13,33,3105597,511756,52,231
854,12d58408,50,2/1/2021,10/1/2022,2/1/2023,0,3,17,21,3,5,4,18,5,8,5,18,25,1022100,184342,72,75
855,89cb3dd5,23,5/1/2021,6/1/2023,2/1/2023,1,1,2,8,3,4,5,13,5,5,8,18,12,483684,104798,36,48
856,f20adb4a,45,12/1/2019,9/1/2023,2/1/2023,2,1,13,20,0,3,9,16,0,7,14,21,28,1027852,194618,21,112
857,88c2ff7a,45,3/1/2020,2/1/2023,2/1/2023,0,4,11,20,2,3,1,8,3,3,4,10,29,1467603,271640,40,145
858,b919eeca,21,11/1/2021,3/1/2023,2/1/2023,1,4,8,17,0,5,9,16,0,9,15,24,22,1241900,175233,0,198
859,470d81d4,35,12/1/2022,2/1/2023,2/1/2023,1,3,19,28,4,1,2,26,6,3,3,12,30,180180,40121,0,180
860,6717a1a3,20,2/1/2021,2/1/2023,2/1/2023,0,6,7,16,4,6,9,20,5,6,11,22,20,1331960,319550,66,100
861,f713bcd4,22,2/1/2022,8/1/2023,2/1/2023,1,4,17,24,1,4,3,20,1,8,4,13,31,140120,28740,26,93
862,ce838c4f,32,8/1/2021,6/1/2023,2/1/2023,2,1,15,23,2,1,3,7,3,1,6,10,28,1286908,304100,30,28
863,5fe00842,40,11/1/2019,1/1/2022,2/1/2023,1,5,8,19,1,5,4,12,3,9,7,19,0,0,107546,19,56
864,38aaffd5,41,8/1/2019,3/1/2023,2/1/2023,3,1,0,9,1,2,6,10,3,3,6,12,17,1279131,372132,0,51
865,f7dbb5bd,42,10/1/2019,12/1/2022,2/1/2023,0,3,14,22,4,0,8,16,5,2,9,16,27,1556334,308581,32,162
866,328e4201,43,12/1/2021,8/1/2023,2/1/2023,3,0,5,11,1,1,6,10,3,3,9,15,13,1168895,240339,30,104
867,52de1f9c,60,12/1/2019,3/1/2022,2/1/2023,1,4,4,14,0,4,6,11,2,4,10,16,20,773860,205106,16,80
868,ccd937b8,34,9/1/2020,12/1/2022,2/1/2023,2,6,13,23,1,6,1,9,1,10,1,12,29,1261065,133949,24,232
869,79ba72f9,46,12/1/2022,9/1/2023,2/1/2023,0,0,20,23,2,1,7,16,4,5,11,20,29,2710601,807731,0,174
870,19e0d9d3,60,3/1/2020,7/1/2023,2/1/2023,2,4,3,13,0,6,5,12,1,8,8,17,14,1257102,240318,68,56
871,09b8e785,54,1/1/2022,6/1/2023,2/1/2023,3,6,8,21,3,3,6,18,4,4,7,15,25,2325300,419465,15,125
872,97045eb6,59,4/1/2019,3/1/2023,2/1/2023,1,3,2,10,2,4,3,10,4,7,9,20,14,204386,40695,60,28
873,f2c082c3,41,5/1/2021,3/1/2023,2/1/2023,3,1,4,11,3,0,1,5,5,0,1,6,15,1134885,143088,0,0
874,8265855f,29,12/1/2019,8/1/2023,2/1/2023,3,2,8,16,3,3,7,14,5,3,10,18,23,789107,221015,54,161
875,f7136abb,44,9/1/2022,4/1/2023,2/1/2023,0,1,18,24,4,5,9,23,6,8,14,28,25,730150,195137,56,200
876,85f1427f,26,12/1/2019,4/1/2024,2/1/2023,2,3,6,16,0,1,1,4,2,1,7,10,22,1754742,508549,0,176
877,aff0c4c3,43,11/1/2020,10/1/2023,2/1/2023,0,0,2,4,0,6,0,7,0,9,4,13,10,827770,243562,13,30
878,624eb18c,59,1/1/2023,3/1/2024,2/1/2023,2,5,16,26,1,1,5,8,3,1,6,10,34,2567918,346474,0,0
879,fb5f3b17,55,8/1/2022,1/1/2024,2/1/2023,0,1,12,17,2,2,8,13,3,5,12,20,26,1270828,245074,80,156
880,2d168116,40,4/1/2020,8/1/2022,2/1/2023,3,4,16,28,2,1,7,27,2,5,9,16,33,1868955,418548,32,132
881,8f699df7,35,10/1/2020,3/1/2022,2/1/2023,0,1,8,14,3,3,1,12,4,5,5,14,23,929154,119307,56,46
882,8f77f8e4,55,5/1/2020,1/1/2022,2/1/2023,0,6,6,16,0,3,1,9,2,4,1,7,18,26172,6503,28,90
883,e4c90b16,20,1/1/2022,12/1/2023,2/1/2023,3,6,7,18,2,0,6,13,4,1,6,11,19,88103,12997,22,133
884,d4e550ef,49,3/1/2022,9/1/2023,2/1/2023,1,0,16,19,4,4,6,17,4,4,12,20,21,1094730,170656,40,105
885,956005ab,43,4/1/2021,12/1/2022,2/1/2023,2,6,9,21,4,5,4,16,4,5,7,16,0,0,759865,64,252
886,0e4280de,28,12/1/2020,9/1/2023,2/1/2023,0,2,17,23,0,3,1,8,2,4,4,10,27,2222802,628988,0,54
887,01c63d8e,31,7/1/2020,6/1/2022,2/1/2023,1,2,19,23,4,5,6,16,6,7,12,25,29,2607303,774400,50,174
888,bc913ebe,39,5/1/2022,4/1/2024,2/1/2023,2,6,18,31,0,3,0,16,2,3,3,8,37,2128018,520575,24,111
889,0599fb2d,39,5/1/2019,4/1/2024,2/1/2023,2,5,16,25,0,1,6,24,2,5,9,16,32,138144,29222,48,128
890,32831c50,21,9/1/2022,12/1/2022,2/1/2023,1,5,3,13,0,2,0,12,0,5,0,5,21,289401,48482,0,168
891,7f69270a,31,4/1/2019,5/1/2022,2/1/2023,1,6,11,21,0,2,4,9,2,5,9,16,25,2079725,575279,48,75
892,68c5d5c4,48,4/1/2021,6/1/2023,2/1/2023,1,2,12,18,2,0,7,12,4,4,11,19,23,134596,31695,19,184
893,4a0b5fa3,53,9/1/2022,10/1/2023,2/1/2023,1,0,9,13,3,6,2,12,5,9,4,18,20,1035300,218238,54,40
894,5922d261,21,5/1/2022,12/1/2022,2/1/2023,3,5,15,25,1,5,4,13,1,7,4,12,32,2100096,570775,12,32
895,0bae2f2d,44,1/1/2023,2/1/2023,2/1/2023,2,2,9,15,3,0,1,6,3,2,1,6,23,1331562,301870,0,46
896,50bb84a3,52,11/1/2021,9/1/2023,2/1/2023,0,2,15,22,3,3,9,17,4,5,12,21,0,0,403493,63,58
897,0b1be2b8,49,11/1/2021,11/1/2023,2/1/2023,2,0,6,12,2,3,3,9,2,4,4,10,21,58632,13904,10,168
898,1b2014ec,24,10/1/2020,3/1/2022,2/1/2023,1,2,15,21,4,2,7,14,4,6,10,20,28,1227632,146754,40,168
899,601d9d26,53,2/1/2022,11/1/2022,2/1/2023,2,2,17,25,0,2,6,10,0,2,11,13,27,2301642,485180,52,243
900,3af761d0,45,12/1/2020,2/1/2023,2/1/2023,3,0,7,13,0,1,9,12,1,1,9,11,20,1904780,285989,11,80
901,74c002f8,38,4/1/2020,5/1/2023,2/1/2023,0,2,18,25,3,2,4,20,4,2,5,11,32,198272,58166,33,128
902,b1730def,48,11/1/2019,6/1/2022,2/1/2023,1,5,14,21,0,0,7,11,2,4,12,18,27,1667385,413950,72,54
903,641f2147,44,1/1/2021,10/1/2023,2/1/2023,2,3,15,24,3,3,8,19,3,6,11,20,0,0,317446,60,182
904,471fdac3,29,10/1/2022,4/1/2024,2/1/2023,0,1,15,17,4,0,6,16,6,0,6,12,0,0,148298,12,130
905,41d75955,59,5/1/2022,1/1/2024,2/1/2023,1,3,16,21,1,5,5,20,1,9,11,21,30,1612860,213234,84,90
906,b8241b24,51,4/1/2022,3/1/2024,2/1/2023,0,6,7,15,0,3,9,13,2,7,12,21,20,1389200,314535,21,60
907,92647c39,27,6/1/2021,4/1/2024,2/1/2023,0,3,20,24,0,2,1,5,1,4,2,7,32,1558464,285607,21,96
908,55c823e7,40,12/1/2021,5/1/2023,2/1/2023,3,6,0,10,1,2,0,7,3,3,4,10,0,0,141985,10,0
909,d2b2da59,36,12/1/2021,12/1/2023,2/1/2023,1,0,1,4,0,3,9,13,1,6,10,17,11,985842,262092,68,66
910,e97ec0e0,35,12/1/2021,1/1/2023,2/1/2023,1,6,10,19,1,2,7,17,1,6,13,20,27,1711773,344119,0,162
911,ae4aa5cf,44,2/1/2022,4/1/2024,2/1/2023,0,5,7,16,2,6,7,16,2,6,11,19,18,1217232,199777,57,162
912,2ea94d44,31,6/1/2022,3/1/2023,2/1/2023,0,6,15,22,4,4,2,11,6,8,8,22,30,2217780,444559,66,90
913,417f5867,42,3/1/2022,4/1/2024,2/1/2023,2,4,14,21,4,4,6,16,5,7,9,21,29,1202224,344243,84,87
914,b5db7693,57,4/1/2019,3/1/2023,2/1/2023,0,1,17,23,2,4,3,21,4,8,7,19,24,680856,101309,19,48
915,ba63f82c,34,6/1/2022,11/1/2023,2/1/2023,0,0,20,22,1,6,3,20,2,8,9,19,0,0,638852,0,30
916,b18f0678,24,4/1/2019,9/1/2022,2/1/2023,3,1,19,27,4,3,3,16,6,3,7,16,29,1914116,442612,48,232
917,34e9e182,30,4/1/2019,4/1/2024,2/1/2023,1,6,14,22,4,6,0,19,6,6,3,15,31,1836316,247299,45,248
918,b6418dc2,48,12/1/2022,2/1/2024,2/1/2023,2,3,17,26,2,2,9,21,3,3,13,19,27,2170044,270399,57,162
919,59f2fa1d,48,6/1/2022,11/1/2023,2/1/2023,2,6,12,21,4,5,1,12,4,6,1,11,26,1106820,212647,22,182
920,3383fd5c,20,1/1/2020,10/1/2023,2/1/2023,2,2,1,6,0,4,1,6,2,8,1,11,10,482240,57577,11,80
921,59f16623,54,3/1/2021,5/1/2023,2/1/2023,1,4,17,26,0,2,5,23,2,4,6,12,35,2299675,536894,36,35
922,5287392d,38,11/1/2021,9/1/2023,2/1/2023,0,4,20,27,4,6,2,17,6,6,7,19,30,2293170,350178,76,120
923,08dd9dac,21,6/1/2021,9/1/2022,2/1/2023,0,1,17,21,2,3,6,15,2,7,12,21,29,813044,117345,63,203
924,c2d274aa,54,7/1/2019,5/1/2023,2/1/2023,1,1,1,8,2,6,8,17,4,9,13,26,10,789250,188006,0,10
925,f53a20ef,27,8/1/2022,7/1/2023,2/1/2023,1,3,14,19,0,3,7,13,2,4,9,15,20,75780,20619,45,80
926,12e43255,46,3/1/2020,8/1/2022,2/1/2023,2,4,13,24,4,0,6,22,6,1,12,19,0,0,241256,57,150
927,f09df16e,54,12/1/2022,2/1/2024,2/1/2023,3,6,4,16,4,2,8,15,4,6,13,23,25,1316200,131711,46,200
928,890e8652,40,1/1/2020,4/1/2022,2/1/2023,1,3,15,22,3,2,1,7,5,3,6,14,0,0,183366,56,161
929,52acfbac,24,5/1/2020,9/1/2022,2/1/2023,3,3,9,17,1,5,0,10,3,5,5,13,25,2267000,414423,26,200
930,be721f54,29,2/1/2020,8/1/2022,2/1/2023,0,2,4,9,2,1,8,12,4,2,12,18,16,1500032,287632,18,144
931,11b6f9e5,45,5/1/2019,2/1/2023,2/1/2023,3,0,18,25,4,1,8,21,5,4,10,19,0,0,801258,19,264
932,e683ea04,39,6/1/2019,4/1/2024,2/1/2023,2,1,18,23,4,4,6,17,6,8,7,21,29,452458,109574,63,87
933,c724fffa,37,6/1/2022,10/1/2022,2/1/2023,0,3,12,19,4,1,7,13,6,2,12,20,0,0,109952,80,162
934,73fc3821,58,8/1/2021,12/1/2023,2/1/2023,3,6,14,25,3,0,1,15,5,3,2,10,33,377652,56057,30,33
935,6bd21ccf,31,9/1/2020,9/1/2022,2/1/2023,3,2,2,8,3,2,7,13,3,2,9,14,17,678861,92287,42,68
936,6d680538,44,10/1/2020,9/1/2023,2/1/2023,1,3,15,20,1,3,4,17,1,4,6,11,28,1599416,273666,33,84
937,d28046bc,44,12/1/2022,1/1/2023,2/1/2023,3,1,17,22,3,1,2,14,3,4,2,9,29,1379472,340656,27,29
938,ef8d6878,40,1/1/2020,2/1/2023,2/1/2023,1,0,7,10,4,2,3,10,6,4,4,14,0,0,54007,42,112
939,ffca3177,52,7/1/2021,5/1/2022,2/1/2023,2,3,7,13,2,0,1,4,2,3,2,7,21,1362396,325944,14,84
940,f44128d1,56,1/1/2021,3/1/2023,2/1/2023,1,2,20,25,2,0,8,11,3,0,11,14,28,1583400,270281,14,0
941,06dfa6a3,39,11/1/2019,3/1/2022,2/1/2023,1,6,13,25,3,0,8,14,5,4,13,22,27,1434915,240993,88,243
942,a1d1d855,38,3/1/2021,4/1/2022,2/1/2023,0,0,0,2,4,2,3,10,4,5,8,17,11,1088142,227124,51,66
943,51b5ab9b,24,6/1/2021,8/1/2023,2/1/2023,3,5,7,18,3,0,0,8,3,0,3,6,21,282912,69274,0,126
944,ede66c35,51,1/1/2023,4/1/2024,2/1/2023,0,0,8,12,2,5,2,11,3,6,6,15,21,1778280,426734,60,168
945,b1e5f770,20,9/1/2020,2/1/2023,2/1/2023,2,4,5,12,4,0,0,10,6,0,3,9,18,1697382,502115,9,162
946,c58bfa6e,44,7/1/2019,3/1/2022,2/1/2023,3,0,20,27,2,5,9,17,3,6,10,19,31,949623,165606,0,279
947,a35c7842,21,12/1/2022,11/1/2023,2/1/2023,0,5,17,23,0,3,3,8,2,4,7,13,25,2083925,464390,13,175
948,70a5dc07,55,12/1/2020,10/1/2022,2/1/2023,2,1,2,9,1,1,4,8,1,2,7,10,12,608148,181732,40,60
949,55e876fa,54,9/1/2019,4/1/2024,2/1/2023,3,5,19,32,1,0,5,14,1,3,10,14,36,2443896,584386,42,216
950,b9c2f37a,32,10/1/2019,8/1/2022,2/1/2023,2,5,1,12,0,4,4,10,2,8,7,17,16,512448,53167,34,0
951,e6ecff55,37,2/1/2021,2/1/2024,2/1/2023,1,1,1,6,3,5,0,9,3,8,6,17,9,145485,42175,17,81
952,b09dd216,41,3/1/2022,1/1/2023,2/1/2023,1,4,10,20,3,1,9,15,3,5,13,21,29,1326721,276409,42,29
953,2ddf7f26,44,8/1/2022,2/1/2024,2/1/2023,0,2,20,24,0,1,1,9,0,2,7,9,30,2580450,478269,36,60
954,224be699,59,7/1/2020,7/1/2023,2/1/2023,3,4,4,15,3,0,0,10,4,0,2,6,20,528760,153003,12,120
955,5da2a068,31,8/1/2020,1/1/2024,2/1/2023,1,5,0,8,1,1,1,5,2,5,3,10,9,519372,52747,10,63
956,23a5ee4a,50,10/1/2019,12/1/2022,2/1/2023,1,1,4,10,3,3,0,9,5,5,3,13,19,1031187,138153,0,76
957,d7f98932,41,3/1/2020,5/1/2023,2/1/2023,1,2,20,26,2,3,4,12,2,6,10,18,29,2092988,588186,18,116
958,1f5135c3,55,3/1/2022,2/1/2023,2/1/2023,0,2,15,20,0,1,6,19,1,4,6,11,21,494004,51318,33,147
959,003c1999,35,8/1/2020,12/1/2022,2/1/2023,3,2,20,30,0,2,6,14,2,5,12,19,31,2408297,408662,57,217
960,0aaac9a7,57,7/1/2022,8/1/2022,2/1/2023,3,4,4,16,0,5,2,12,0,7,7,14,17,1661121,324988,56,17
961,084c02de,47,8/1/2020,2/1/2023,2/1/2023,1,5,6,14,3,5,6,15,5,5,6,16,17,497165,88506,48,68
962,86c9436f,28,4/1/2020,8/1/2023,2/1/2023,1,1,3,8,0,0,3,6,0,0,6,6,17,949297,211207,18,0
963,f6747d56,59,3/1/2022,7/1/2022,2/1/2023,2,3,7,16,4,1,5,12,6,4,9,19,18,150714,27196,19,90
964,3d00b9ca,21,8/1/2019,10/1/2023,2/1/2023,2,2,1,7,0,6,1,8,2,9,6,17,15,899925,245661,68,105
965,08d93405,35,2/1/2020,1/1/2022,2/1/2023,1,0,11,13,0,0,6,10,2,4,8,14,22,1302730,321649,0,198
966,7f45d13e,53,10/1/2022,4/1/2024,2/1/2023,2,2,8,16,4,6,3,14,5,7,8,20,20,1772880,225395,40,0
967,ce0fda0a,49,7/1/2020,1/1/2023,2/1/2023,2,6,14,27,2,3,4,23,4,4,7,15,33,1503810,176888,45,297
968,3c26fc5a,38,3/1/2020,5/1/2022,2/1/2023,2,6,20,29,2,2,2,21,4,3,7,14,34,334900,82456,14,306
969,deae5754,49,4/1/2020,11/1/2023,2/1/2023,2,6,7,20,0,3,2,10,2,3,5,10,21,2088450,613911,30,105
970,0d045ee9,37,4/1/2020,3/1/2022,2/1/2023,2,6,13,26,2,5,1,13,3,7,1,11,31,1104902,206486,33,124
971,393f3bf6,53,1/1/2023,2/1/2024,2/1/2023,3,3,4,12,0,2,3,7,0,4,3,7,15,946905,129321,0,60
972,fd4ffb55,47,2/1/2021,7/1/2023,2/1/2023,1,1,13,20,2,3,7,15,3,5,7,15,21,26523,7673,60,63
973,11c7cd6c,45,3/1/2020,1/1/2023,2/1/2023,2,1,12,16,2,4,5,14,2,7,5,14,23,155641,43671,14,0
974,5d8cf04d,41,9/1/2022,3/1/2023,2/1/2023,3,0,10,17,4,1,3,12,4,3,4,11,19,1530032,388018,11,19
975,90758512,39,12/1/2021,1/1/2023,2/1/2023,0,5,20,30,4,4,8,19,4,8,10,22,32,2269728,464892,0,160
976,a050e91a,42,3/1/2021,5/1/2022,2/1/2023,0,0,12,13,4,0,8,13,5,4,11,20,22,1886566,245905,80,176
977,6452bd08,56,4/1/2021,3/1/2023,2/1/2023,3,1,4,10,1,1,9,12,3,5,13,21,17,948464,137754,63,51
978,713a8305,49,1/1/2021,6/1/2022,2/1/2023,3,5,5,14,1,4,5,13,1,7,9,17,0,0,222134,68,44
979,379c10a1,30,5/1/2019,6/1/2023,2/1/2023,2,0,0,4,1,2,3,7,1,4,6,11,13,317668,51294,44,52
980,c58e2412,40,8/1/2020,2/1/2023,2/1/2023,2,6,19,31,4,4,4,19,6,8,10,24,38,2746488,685281,0,152
981,087ef587,36,7/1/2019,3/1/2022,2/1/2023,2,1,10,15,2,0,7,13,4,1,7,12,22,173470,23327,0,0
982,b4caec29,58,7/1/2022,1/1/2024,2/1/2023,0,3,19,23,2,6,6,17,4,6,12,22,29,1369235,387787,66,145
983,5e7c70cd,32,2/1/2020,5/1/2023,2/1/2023,1,6,12,23,0,4,2,11,2,7,6,15,31,1953062,387088,0,186
984,90ea32ad,49,11/1/2022,5/1/2023,2/1/2023,3,6,19,33,2,6,3,25,4,6,3,13,36,2019780,206063,52,324
985,a0e4b237,29,2/1/2020,3/1/2023,2/1/2023,0,0,8,9,0,5,0,6,2,7,5,14,16,749216,87163,0,16
986,9494149d,23,1/1/2023,2/1/2023,2/1/2023,0,0,10,12,3,1,2,9,4,3,8,15,14,1242234,125709,45,14
987,54768850,39,8/1/2019,8/1/2022,2/1/2023,2,1,15,22,2,2,3,12,4,5,5,14,25,2275925,520274,56,50
988,6ffd67f0,34,1/1/2021,10/1/2023,2/1/2023,1,3,1,10,3,5,0,9,3,5,0,8,11,651860,107740,0,55
989,51321fa2,45,1/1/2021,4/1/2024,2/1/2023,2,3,7,13,3,6,7,17,3,7,8,18,17,369818,81518,18,34
990,400e8f57,43,5/1/2019,8/1/2022,2/1/2023,2,6,17,26,4,3,9,20,6,5,11,22,27,1206576,292392,44,81
991,60b8427e,48,2/1/2021,7/1/2022,2/1/2023,3,6,1,13,0,5,2,8,0,6,5,11,20,1684800,330655,44,0
992,3a5a4ac6,47,11/1/2019,4/1/2024,2/1/2023,3,3,17,27,2,2,8,22,2,5,14,21,34,2143666,624037,84,238
993,f9450be9,31,12/1/2021,3/1/2024,2/1/2023,2,3,19,25,1,6,2,24,1,6,6,13,30,2017290,585041,26,30
994,2f8f3b33,35,2/1/2020,1/1/2022,2/1/2023,2,6,7,18,1,1,6,11,2,5,10,17,21,338688,87331,34,189
995,599c361f,28,11/1/2021,12/1/2022,2/1/2023,1,1,7,10,4,2,4,11,5,6,8,19,13,1224236,245513,76,26
996,c2893bda,33,2/1/2022,7/1/2023,2/1/2023,2,1,1,7,2,6,9,18,4,6,11,21,10,206650,60583,63,40
997,cf65cb6d,49,9/1/2020,6/1/2023,2/1/2023,2,5,6,14,1,1,7,10,2,4,11,17,23,1858446,431442,34,46
998,b95013f1,32,5/1/2019,9/1/2023,2/1/2023,3,3,12,22,0,3,2,12,2,5,4,11,26,1557946,186671,0,52
999,7.99E+12,30,8/1/2021,1/1/2022,2/1/2023,2,6,8,20,2,1,2,11,2,4,2,8,21,1945860,497528,8,126
1000,ca47ecd8,25,5/1/2022,1/1/2023,2/1/2023,3,0,19,25,3,6,3,18,4,7,8,19,29,410756,88785,19,116
1001,39b8984c,37,3/1/2022,8/1/2023,2/1/2023,2,6,16,28,0,0,0,18,1,2,2,5,34,1172626,188610,5,136
1002,62a909fb,24,4/1/2019,3/1/2022,2/1/2023,1,5,16,25,0,4,5,16,1,7,8,16,31,1069252,216647,0,0
1003,3c7a8b50,21,5/1/2021,9/1/2023,2/1/2023,1,4,13,21,0,0,7,10,0,4,12,16,24,2208336,313497,32,216
1004,904e6c62,37,8/1/2019,4/1/2024,2/1/2023,2,1,5,12,4,1,7,13,6,5,7,18,14,1061466,151176,54,0
1005,95ab0bc5,51,5/1/2022,4/1/2023,2/1/2023,2,1,1,8,0,4,6,11,2,5,9,16,13,1137461,176654,64,91
1006,a9b4595f,52,2/1/2022,10/1/2023,2/1/2023,1,1,7,14,0,0,4,11,0,4,6,10,22,954140,262619,0,88
1007,a9483c0c,49,12/1/2020,1/1/2022,2/1/2023,0,5,14,21,0,0,7,13,0,3,9,12,0,0,122714,12,252
1008,d855185c,48,7/1/2019,10/1/2023,2/1/2023,0,3,15,19,1,1,1,8,3,2,7,12,26,150046,30619,48,182
1009,a74c182c,51,11/1/2020,7/1/2022,2/1/2023,0,1,10,16,0,3,1,11,2,3,6,11,20,1158240,224277,22,180
1010,4eff9854,50,11/1/2021,4/1/2023,2/1/2023,1,1,9,13,0,0,9,11,2,2,9,13,18,217332,38794,39,18
